chunk_id,doc_id,chunk_index,chunk_file,dataset_name,subset,split,department,document_type,category,region,created_at
pile_of_law_0000000_chunk_0241,pile_of_law_0000000,241,chunks/pile_of_law_0000000_chunk_0241.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0242,pile_of_law_0000000,242,chunks/pile_of_law_0000000_chunk_0242.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0243,pile_of_law_0000000,243,chunks/pile_of_law_0000000_chunk_0243.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0244,pile_of_law_0000000,244,chunks/pile_of_law_0000000_chunk_0244.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0245,pile_of_law_0000000,245,chunks/pile_of_law_0000000_chunk_0245.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0246,pile_of_law_0000000,246,chunks/pile_of_law_0000000_chunk_0246.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0247,pile_of_law_0000000,247,chunks/pile_of_law_0000000_chunk_0247.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0248,pile_of_law_0000000,248,chunks/pile_of_law_0000000_chunk_0248.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0249,pile_of_law_0000000,249,chunks/pile_of_law_0000000_chunk_0249.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0250,pile_of_law_0000000,250,chunks/pile_of_law_0000000_chunk_0250.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0251,pile_of_law_0000000,251,chunks/pile_of_law_0000000_chunk_0251.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0252,pile_of_law_0000000,252,chunks/pile_of_law_0000000_chunk_0252.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0253,pile_of_law_0000000,253,chunks/pile_of_law_0000000_chunk_0253.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0254,pile_of_law_0000000,254,chunks/pile_of_law_0000000_chunk_0254.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0255,pile_of_law_0000000,255,chunks/pile_of_law_0000000_chunk_0255.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0256,pile_of_law_0000000,256,chunks/pile_of_law_0000000_chunk_0256.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0257,pile_of_law_0000000,257,chunks/pile_of_law_0000000_chunk_0257.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0258,pile_of_law_0000000,258,chunks/pile_of_law_0000000_chunk_0258.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0259,pile_of_law_0000000,259,chunks/pile_of_law_0000000_chunk_0259.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0260,pile_of_law_0000000,260,chunks/pile_of_law_0000000_chunk_0260.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0261,pile_of_law_0000000,261,chunks/pile_of_law_0000000_chunk_0261.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0262,pile_of_law_0000000,262,chunks/pile_of_law_0000000_chunk_0262.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0263,pile_of_law_0000000,263,chunks/pile_of_law_0000000_chunk_0263.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0264,pile_of_law_0000000,264,chunks/pile_of_law_0000000_chunk_0264.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0265,pile_of_law_0000000,265,chunks/pile_of_law_0000000_chunk_0265.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0266,pile_of_law_0000000,266,chunks/pile_of_law_0000000_chunk_0266.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0267,pile_of_law_0000000,267,chunks/pile_of_law_0000000_chunk_0267.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0268,pile_of_law_0000000,268,chunks/pile_of_law_0000000_chunk_0268.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0269,pile_of_law_0000000,269,chunks/pile_of_law_0000000_chunk_0269.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0270,pile_of_law_0000000,270,chunks/pile_of_law_0000000_chunk_0270.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0271,pile_of_law_0000000,271,chunks/pile_of_law_0000000_chunk_0271.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0272,pile_of_law_0000000,272,chunks/pile_of_law_0000000_chunk_0272.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0273,pile_of_law_0000000,273,chunks/pile_of_law_0000000_chunk_0273.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0274,pile_of_law_0000000,274,chunks/pile_of_law_0000000_chunk_0274.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0275,pile_of_law_0000000,275,chunks/pile_of_law_0000000_chunk_0275.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0276,pile_of_law_0000000,276,chunks/pile_of_law_0000000_chunk_0276.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0277,pile_of_law_0000000,277,chunks/pile_of_law_0000000_chunk_0277.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0278,pile_of_law_0000000,278,chunks/pile_of_law_0000000_chunk_0278.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0279,pile_of_law_0000000,279,chunks/pile_of_law_0000000_chunk_0279.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0280,pile_of_law_0000000,280,chunks/pile_of_law_0000000_chunk_0280.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0281,pile_of_law_0000000,281,chunks/pile_of_law_0000000_chunk_0281.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0282,pile_of_law_0000000,282,chunks/pile_of_law_0000000_chunk_0282.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0283,pile_of_law_0000000,283,chunks/pile_of_law_0000000_chunk_0283.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0284,pile_of_law_0000000,284,chunks/pile_of_law_0000000_chunk_0284.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0285,pile_of_law_0000000,285,chunks/pile_of_law_0000000_chunk_0285.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0286,pile_of_law_0000000,286,chunks/pile_of_law_0000000_chunk_0286.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0287,pile_of_law_0000000,287,chunks/pile_of_law_0000000_chunk_0287.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0288,pile_of_law_0000000,288,chunks/pile_of_law_0000000_chunk_0288.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0289,pile_of_law_0000000,289,chunks/pile_of_law_0000000_chunk_0289.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0290,pile_of_law_0000000,290,chunks/pile_of_law_0000000_chunk_0290.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0291,pile_of_law_0000000,291,chunks/pile_of_law_0000000_chunk_0291.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0292,pile_of_law_0000000,292,chunks/pile_of_law_0000000_chunk_0292.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0293,pile_of_law_0000000,293,chunks/pile_of_law_0000000_chunk_0293.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0294,pile_of_law_0000000,294,chunks/pile_of_law_0000000_chunk_0294.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0295,pile_of_law_0000000,295,chunks/pile_of_law_0000000_chunk_0295.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0296,pile_of_law_0000000,296,chunks/pile_of_law_0000000_chunk_0296.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0297,pile_of_law_0000000,297,chunks/pile_of_law_0000000_chunk_0297.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0298,pile_of_law_0000000,298,chunks/pile_of_law_0000000_chunk_0298.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0299,pile_of_law_0000000,299,chunks/pile_of_law_0000000_chunk_0299.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0300,pile_of_law_0000000,300,chunks/pile_of_law_0000000_chunk_0300.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0301,pile_of_law_0000000,301,chunks/pile_of_law_0000000_chunk_0301.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0302,pile_of_law_0000000,302,chunks/pile_of_law_0000000_chunk_0302.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0303,pile_of_law_0000000,303,chunks/pile_of_law_0000000_chunk_0303.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0304,pile_of_law_0000000,304,chunks/pile_of_law_0000000_chunk_0304.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0305,pile_of_law_0000000,305,chunks/pile_of_law_0000000_chunk_0305.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0306,pile_of_law_0000000,306,chunks/pile_of_law_0000000_chunk_0306.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0307,pile_of_law_0000000,307,chunks/pile_of_law_0000000_chunk_0307.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0308,pile_of_law_0000000,308,chunks/pile_of_law_0000000_chunk_0308.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0309,pile_of_law_0000000,309,chunks/pile_of_law_0000000_chunk_0309.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0310,pile_of_law_0000000,310,chunks/pile_of_law_0000000_chunk_0310.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0311,pile_of_law_0000000,311,chunks/pile_of_law_0000000_chunk_0311.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0312,pile_of_law_0000000,312,chunks/pile_of_law_0000000_chunk_0312.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0313,pile_of_law_0000000,313,chunks/pile_of_law_0000000_chunk_0313.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0314,pile_of_law_0000000,314,chunks/pile_of_law_0000000_chunk_0314.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0315,pile_of_law_0000000,315,chunks/pile_of_law_0000000_chunk_0315.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0316,pile_of_law_0000000,316,chunks/pile_of_law_0000000_chunk_0316.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0317,pile_of_law_0000000,317,chunks/pile_of_law_0000000_chunk_0317.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0318,pile_of_law_0000000,318,chunks/pile_of_law_0000000_chunk_0318.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0319,pile_of_law_0000000,319,chunks/pile_of_law_0000000_chunk_0319.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0320,pile_of_law_0000000,320,chunks/pile_of_law_0000000_chunk_0320.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0321,pile_of_law_0000000,321,chunks/pile_of_law_0000000_chunk_0321.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0322,pile_of_law_0000000,322,chunks/pile_of_law_0000000_chunk_0322.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0323,pile_of_law_0000000,323,chunks/pile_of_law_0000000_chunk_0323.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0324,pile_of_law_0000000,324,chunks/pile_of_law_0000000_chunk_0324.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0325,pile_of_law_0000000,325,chunks/pile_of_law_0000000_chunk_0325.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0326,pile_of_law_0000000,326,chunks/pile_of_law_0000000_chunk_0326.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0327,pile_of_law_0000000,327,chunks/pile_of_law_0000000_chunk_0327.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0328,pile_of_law_0000000,328,chunks/pile_of_law_0000000_chunk_0328.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0329,pile_of_law_0000000,329,chunks/pile_of_law_0000000_chunk_0329.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0330,pile_of_law_0000000,330,chunks/pile_of_law_0000000_chunk_0330.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0331,pile_of_law_0000000,331,chunks/pile_of_law_0000000_chunk_0331.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0332,pile_of_law_0000000,332,chunks/pile_of_law_0000000_chunk_0332.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0333,pile_of_law_0000000,333,chunks/pile_of_law_0000000_chunk_0333.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0334,pile_of_law_0000000,334,chunks/pile_of_law_0000000_chunk_0334.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0335,pile_of_law_0000000,335,chunks/pile_of_law_0000000_chunk_0335.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0336,pile_of_law_0000000,336,chunks/pile_of_law_0000000_chunk_0336.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0337,pile_of_law_0000000,337,chunks/pile_of_law_0000000_chunk_0337.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0338,pile_of_law_0000000,338,chunks/pile_of_law_0000000_chunk_0338.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0339,pile_of_law_0000000,339,chunks/pile_of_law_0000000_chunk_0339.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0340,pile_of_law_0000000,340,chunks/pile_of_law_0000000_chunk_0340.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0341,pile_of_law_0000000,341,chunks/pile_of_law_0000000_chunk_0341.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0342,pile_of_law_0000000,342,chunks/pile_of_law_0000000_chunk_0342.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0343,pile_of_law_0000000,343,chunks/pile_of_law_0000000_chunk_0343.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0344,pile_of_law_0000000,344,chunks/pile_of_law_0000000_chunk_0344.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0345,pile_of_law_0000000,345,chunks/pile_of_law_0000000_chunk_0345.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0346,pile_of_law_0000000,346,chunks/pile_of_law_0000000_chunk_0346.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0347,pile_of_law_0000000,347,chunks/pile_of_law_0000000_chunk_0347.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0348,pile_of_law_0000000,348,chunks/pile_of_law_0000000_chunk_0348.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0349,pile_of_law_0000000,349,chunks/pile_of_law_0000000_chunk_0349.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0350,pile_of_law_0000000,350,chunks/pile_of_law_0000000_chunk_0350.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0351,pile_of_law_0000000,351,chunks/pile_of_law_0000000_chunk_0351.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0352,pile_of_law_0000000,352,chunks/pile_of_law_0000000_chunk_0352.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0353,pile_of_law_0000000,353,chunks/pile_of_law_0000000_chunk_0353.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0354,pile_of_law_0000000,354,chunks/pile_of_law_0000000_chunk_0354.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0355,pile_of_law_0000000,355,chunks/pile_of_law_0000000_chunk_0355.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0356,pile_of_law_0000000,356,chunks/pile_of_law_0000000_chunk_0356.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0357,pile_of_law_0000000,357,chunks/pile_of_law_0000000_chunk_0357.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0358,pile_of_law_0000000,358,chunks/pile_of_law_0000000_chunk_0358.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0359,pile_of_law_0000000,359,chunks/pile_of_law_0000000_chunk_0359.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0360,pile_of_law_0000000,360,chunks/pile_of_law_0000000_chunk_0360.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0361,pile_of_law_0000000,361,chunks/pile_of_law_0000000_chunk_0361.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0362,pile_of_law_0000000,362,chunks/pile_of_law_0000000_chunk_0362.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0363,pile_of_law_0000000,363,chunks/pile_of_law_0000000_chunk_0363.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0364,pile_of_law_0000000,364,chunks/pile_of_law_0000000_chunk_0364.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0365,pile_of_law_0000000,365,chunks/pile_of_law_0000000_chunk_0365.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0366,pile_of_law_0000000,366,chunks/pile_of_law_0000000_chunk_0366.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0367,pile_of_law_0000000,367,chunks/pile_of_law_0000000_chunk_0367.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0368,pile_of_law_0000000,368,chunks/pile_of_law_0000000_chunk_0368.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
